song,performer,instance,chart_date,time_on_chart,song_length_ms,song_length_mins
These Heaux,Bhad Bhabie,1.0,2017-09-23,3,140007,2.33345
Sky Walker,Miguel,2.0,2017-09-23,25,259333,4.322216666666667
Greatest Love Story,LANCO,1.0,2017-09-23,20,222573,3.70955
Bad At Love,Halsey,1.0,2017-09-23,32,181279,3.021316666666667
...Ready For It?,Taylor Swift,1.0,2017-09-23,19,208186,3.4697666666666667
I'll Name The Dogs,Blake Shelton,1.0,2017-09-30,19,183640,3.060666666666666
No Limit,G-Eazy,1.0,2017-09-30,28,245386,4.089766666666667
Let Me Go,Hailee Steinfeld,2.0,2017-09-30,21,174800,2.9133333333333336
Gucci Gang,Lil Pump,1.0,2017-09-30,23,124055,2.0675833333333333
Too Good At Goodbyes,Sam Smith,1.0,2017-09-30,23,201000,3.35
Found You,Kane Brown,1.0,2017-09-30,1,191733,3.19555
Pills And Automobiles,Chris Brown,1.0,2017-09-30,19,293000,4.883333333333334
Love So Soft,Kelly Clarkson,1.0,2017-09-30,13,172426,2.8737666666666666
Dusk Till Dawn,Zayn,1.0,2017-09-30,16,239000,3.983333333333333
DNA,BTS,1.0,2017-10-07,4,223122,3.7187
Too Much To Ask,Niall Horan,3.0,2017-10-07,11,223043,3.717383333333333
Homemade Dynamite,Lorde,1.0,2017-10-07,1,214254,3.5709
Curve,Gucci Mane,2.0,2017-10-07,3,161989,2.6998166666666665
Rockstar,Post Malone,1.0,2017-10-07,40,218146,3.6357666666666666
Round Here Buzz,Eric Church,1.0,2017-10-14,18,214626,3.5771
I Fall Apart,Post Malone,1.0,2017-10-14,29,223346,3.7224333333333335
Losing Sleep,Chris Young,1.0,2017-10-14,19,178253,2.970883333333333
Good Old Days,Macklemore,2.0,2017-10-14,19,240506,4.0084333333333335
Plain Jane,A$AP Ferg,1.0,2017-10-14,21,173600,2.893333333333333
Like I Loved You,Brett Young,1.0,2017-10-14,19,207186,3.4531
No Promises,A Boogie Wit da Hoodie,1.0,2017-10-21,2,197666,3.294433333333333
Say A',A Boogie Wit da Hoodie,1.0,2017-10-21,2,214853,3.5808833333333334
Smooth,Florida Georgia Line,1.0,2017-10-21,7,170200,2.8366666666666664
Hi Bich,Bhad Bhabie,1.0,2017-10-21,1,105130,1.7521666666666669
Beast Mode,A Boogie Wit da Hoodie,1.0,2017-10-21,1,258158,4.3026333333333335
Undefeated,A Boogie Wit da Hoodie,1.0,2017-10-21,1,174012,2.9002
Heaven,Kane Brown,2.0,2017-10-28,27,179506,2.9917666666666665
Dear Hate,Maren Morris,1.0,2017-10-28,1,220387,3.6731166666666666
Too Hotty,Quality Control,1.0,2017-10-28,1,295997,4.933283333333334
Lights Down Low,MAX,1.0,2017-10-28,27,223846,3.730766666666667
Almost Like Praying,Lin-Manuel Miranda,1.0,2017-10-28,1,200457,3.34095
Pray,Sam Smith,1.0,2017-10-28,1,221595,3.69325
How Long,Charlie Puth,1.0,2017-10-28,23,200853,3.34755
You Broke Up With Me,Walker Hayes,2.0,2017-11-04,18,196666,3.2777666666666665
Too Hotty,Quavo,1.0,2017-11-04,3,297000,4.95
Stunting Ain't Nuthin,Gucci Mane,1.0,2017-11-04,1,316053,5.26755
Yours,Russell Dickerson,1.0,2017-11-04,19,216960,3.616
F**k Love,XXXTENTACION,2.0,2017-11-04,13,160184,2.6697333333333333
Mayores,Becky G,3.0,2017-11-04,17,203186,3.386433333333333
Do Re Mi,blackbear,1.0,2017-11-04,7,212027,3.533783333333333
Ask Me How I Know,Garth Brooks,2.0,2017-11-04,7,212000,3.533333333333333
High End,Chris Brown,2.0,2017-11-04,2,202213,3.370216666666667
Let You Down,NF,1.0,2017-11-04,27,212120,3.535333333333333
Jocelyn Flores,XXXTENTACION,2.0,2017-11-04,13,119133,1.98555
All Da Smoke,Future,1.0,2017-11-11,1,204960,3.416
Three,Future,1.0,2017-11-11,1,159400,2.6566666666666667
4 Da Gang,Future,1.0,2017-11-11,1,187748,3.1291333333333333
Gorgeous,Taylor Swift,1.0,2017-11-11,4,209680,3.494666666666667
Wolves,Selena Gomez X Marshmello,1.0,2017-11-11,22,197993,3.2998833333333333
Patek Water,Future,1.0,2017-11-11,4,189480,3.158
Meant To Be,Bebe Rexha,1.0,2017-11-11,51,164205,2.73675
No Cap,Future,1.0,2017-11-11,1,144142,2.4023666666666665
Feed Me Dope,Future,1.0,2017-11-11,1,166693,2.778216666666667
Bedroom Floor,Liam Payne,1.0,2017-11-11,1,188233,3.1372166666666668
Candy Paint,Post Malone,2.0,2017-11-11,20,227533,3.7922166666666666
Rap Saved Me,21 Savage,1.0,2017-11-18,3,257600,4.293333333333333
Ghostface Killers,21 Savage,1.0,2017-11-18,7,268933,4.482216666666667
My Choppa Hate N****s,21 Savage,1.0,2017-11-18,2,148640,2.477333333333333
Ric Flair Drip,Offset,1.0,2017-11-18,30,172800,2.88
All On Me,Devin Dawson,3.0,2017-11-18,19,224626,3.7437666666666662
MotorSport,Migos,1.0,2017-11-18,21,303076,5.051266666666667
Nightmare,Offset,1.0,2017-11-25,1,147986,2.4664333333333333
Pull Up N Wreck,Big Sean,2.0,2017-11-25,2,227533,3.7922166666666666
Call It What You Want,Taylor Swift,1.0,2017-11-25,2,203506,3.391766666666667
Rubbin Off The Paint,YBN Nahmir,3.0,2017-11-25,16,159915,2.66525
Mad Stalkers,21 Savage,1.0,2017-11-25,1,202666,3.3777666666666666
Lemon,N*E*R*D,1.0,2017-11-25,21,219706,3.661766666666667
Wait,Maroon 5,2.0,2017-11-25,24,190642,3.1773666666666665
Wanted You,NAV,2.0,2017-12-02,6,228386,3.806433333333333
Female,Keith Urban,3.0,2017-12-02,6,195316,3.2552666666666665
Pick It Up,Famous Dex,1.0,2017-12-02,19,191251,3.1875166666666668
Betrayed,Lil Xan,1.0,2017-12-02,19,187173,3.11955
The Plan,G-Eazy,1.0,2017-12-02,1,250293,4.17155
Gummo,6ix9ine,1.0,2017-12-02,19,157643,2.6273833333333334
Walk On Water,Eminem,2.0,2017-12-02,4,303640,5.060666666666667
No Smoke,YoungBoy Never Broke Again,2.0,2017-12-09,17,160000,2.6666666666666665
When We,Tank,3.0,2017-12-09,19,309120,5.152
Faking It,Calvin Harris,1.0,2017-12-09,4,240093,4.00155
Home,Machine Gun Kelly,2.0,2017-12-09,4,202804,3.3800666666666666
Beautiful Trauma,P!nk,2.0,2017-12-09,15,250053,4.16755
Awful Things,Lil Peep,1.0,2017-12-09,1,214426,3.5737666666666668
Echame La Culpa,Luis Fonsi,1.0,2017-12-09,19,173800,2.8966666666666665
Written In The Sand,Old Dominion,1.0,2017-12-09,19,184080,3.068
End Game,Taylor Swift,1.0,2017-12-09,13,244826,4.080433333333334
The Rest Of Our Life,Tim McGraw,1.0,2017-12-09,1,225360,3.756
Total Eclipse Of The Heart,Chloe Kohanski,1.0,2017-12-16,1,181794,3.0299
Krippy Kush,Farruko,2.0,2017-12-16,6,230520,3.842
Legends,Kelsea Ballerini,2.0,2017-12-16,11,244466,4.074433333333333
Codeine Dreaming,Kodak Black,1.0,2017-12-16,13,264531,4.40885
Perro Fiel,Shakira,1.0,2017-12-16,1,195213,3.25355
MIC Drop,BTS,1.0,2017-12-16,9,307675,5.127916666666667
Criminal,Natti Natasha x Ozuna,2.0,2017-12-23,3,232549,3.8758166666666662
Five More Minutes,Scotty McCreery,1.0,2017-12-23,19,241146,4.0191
Him & I,G-Eazy,1.0,2017-12-23,19,268866,4.4811
Kooda,6ix9ine,2.0,2017-12-23,8,142582,2.3763666666666667
Bella y Sensual,Romeo Santos,1.0,2017-12-23,1,204700,3.411666666666666
Juice,Yo Gotti,1.0,2017-12-23,5,149241,2.48735
Marry Me,Thomas Rhett,1.0,2017-12-23,19,205453,3.4242166666666667
Never Be The Same,Camila Cabello,2.0,2017-12-30,36,226973,3.782883333333333
My Dawg,Lil Baby,1.0,2017-12-30,6,215423,3.590383333333333
Danger,Migos,1.0,2017-12-30,1,214586,3.576433333333333
Dark Knight Dummo,Trippie Redd,2.0,2017-12-30,6,256161,4.26935
Go Legend,Big Sean,1.0,2017-12-30,1,268946,4.482433333333334
Untouchable,Eminem,1.0,2017-12-30,1,370133,6.1688833333333335
Black & Chinese,Huncho Jack,1.0,2018-01-06,1,172016,2.8669333333333333
Stir Fry,Migos,1.0,2018-01-06,21,190288,3.171466666666667
Bartier Cardi,Cardi B,1.0,2018-01-06,20,224284,3.738066666666666
La Modelo,Ozuna x Cardi B,2.0,2018-01-06,14,255506,4.2584333333333335
Modern Slavery,Huncho Jack,1.0,2018-01-06,1,148559,2.475983333333333
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,1.0,2018-01-06,1,251283,4.18805
Huncho Jack,Huncho Jack,1.0,2018-01-06,1,199227,3.32045
Eye 2 Eye,Huncho Jack,1.0,2018-01-06,1,190678,3.177966666666667
Ice Tray,Quavo,1.0,2018-01-06,5,213613,3.560216666666667
Motorcycle Patches,Huncho Jack,1.0,2018-01-06,1,191409,3.19015
Saint,Huncho Jack,1.0,2018-01-06,1,140792,2.3465333333333334
Dubai Shit,Huncho Jack,1.0,2018-01-06,1,228431,3.807183333333333
River,Eminem,1.0,2018-01-06,12,221013,3.68355
Best Friend,Sofi Tukker,1.0,2018-01-13,5,184880,3.0813333333333333
Corazon,Maluma X Nego do Borel,2.0,2018-01-13,9,184720,3.078666666666667
Rewrite The Stars,Zac Efron,1.0,2018-01-13,7,217440,3.624
Never Enough,Loren Allred,1.0,2018-01-13,4,207786,3.4631
Finesse,Bruno Mars,1.0,2018-01-13,23,217288,3.6214666666666666
The Greatest Show,Hugh Jackman,1.0,2018-01-13,4,214373,3.5728833333333334
This Is Me,Keala Settle,3.0,2018-01-13,14,234706,3.911766666666667
One Foot,WALK THE MOON,1.0,2018-01-13,8,261372,4.3562
All The Stars,Kendrick Lamar,1.0,2018-01-20,21,232186,3.8697666666666666
For You (Fifty Shades Freed),Liam Payne,2.0,2018-01-20,3,245453,4.090883333333333
Nowadays,Lil Skies,1.0,2018-01-20,13,203907,3.39845
I Miss You,Clean Bandit,1.0,2018-01-20,1,205986,3.4331
Red Roses,Lil Skies,1.0,2018-01-20,20,262544,4.375733333333334
Filthy,Justin Timberlake,1.0,2018-01-20,6,293946,4.8991
KEKE,6ix9ine,1.0,2018-01-27,8,151914,2.5319
The Champion,Carrie Underwood,3.0,2018-01-27,3,222506,3.708433333333333
Outside Today,YoungBoy Never Broke Again,1.0,2018-01-27,19,129105,2.15175
My My My!,Troye Sivan,1.0,2018-01-27,1,204726,3.4121
Tequila,Dan + Shay,3.0,2018-01-27,50,196746,3.2791
IDGAF,Dua Lipa,1.0,2018-01-27,23,217946,3.632433333333333
El Bano,Enrique Iglesias,1.0,2018-01-27,1,214520,3.575333333333333
King's Dead,Jay Rock,1.0,2018-01-27,20,229670,3.827833333333333
Sick Boy,The Chainsmokers,1.0,2018-02-03,3,193200,3.22
Diplomatic Immunity,Drake,1.0,2018-02-03,3,255866,4.264433333333334
Rock,Plies,2.0,2018-02-03,5,174653,2.910883333333333
Supplies,Justin Timberlake,2.0,2018-02-03,2,225600,3.76
Mine,Bazzi,1.0,2018-02-03,34,131064,2.1844
God's Plan,Drake,1.0,2018-02-03,36,198973,3.3162166666666666
No Name,NF,1.0,2018-02-03,1,183826,3.0637666666666665
You Make It Easy,Jason Aldean,1.0,2018-02-10,20,193226,3.2204333333333333
CC,Migos,1.0,2018-02-10,1,259340,4.322333333333333
BBO (Bad Bitches Only),Migos,1.0,2018-02-10,2,251858,4.197633333333333
Supastars,Migos,1.0,2018-02-10,1,293137,4.8856166666666665
Higher We Go (Intro),Migos,1.0,2018-02-10,1,255849,4.26415
Most People Are Good,Luke Bryan,1.0,2018-02-10,18,221800,3.6966666666666663
Narcos,Migos,3.0,2018-02-10,15,255378,4.2563
Notice Me,Migos,1.0,2018-02-10,5,233880,3.898
Emoji A Chain,Migos,1.0,2018-02-10,1,315185,5.2530833333333335
White Sand,Migos,1.0,2018-02-10,1,202834,3.3805666666666667
El Farsante,Ozuna,1.0,2018-02-10,20,233826,3.8971
New Freezer,Rich The Kid,1.0,2018-02-10,19,191937,3.19895
The Middle,Zedd,1.0,2018-02-10,40,184732,3.078866666666667
Walk It Talk It,Migos,1.0,2018-02-10,22,276147,4.60245
Auto Pilot,Migos,1.0,2018-02-10,1,287992,4.7998666666666665
Say Something,Justin Timberlake,1.0,2018-02-10,16,278893,4.648216666666666
Gang Gang,Migos,1.0,2018-02-10,1,181318,3.0219666666666667
Pray For Me,The Weeknd,1.0,2018-02-17,20,211420,3.5236666666666667
A Girl Like You,Easton Corbin,1.0,2018-02-17,1,217840,3.6306666666666665
Dura,Daddy Yankee,1.0,2018-02-17,21,200480,3.341333333333333
Hardaway,Derez De'Shon,1.0,2018-02-17,11,236486,3.941433333333333
Singles You Up,Jordan Davis,1.0,2018-02-17,19,182666,3.044433333333333
The Long Way,Brett Eldredge,1.0,2018-02-17,12,208720,3.478666666666667
At The Club,Jacquees X Dej Loaf,1.0,2018-02-17,7,173053,2.8842166666666667
Man Of The Woods,Justin Timberlake,1.0,2018-02-17,1,243986,4.066433333333333
Black Panther,Kendrick Lamar,1.0,2018-02-24,1,130613,2.176883333333333
Friends,Marshmello,1.0,2018-02-24,29,202620,3.377
I Like Me Better,Lauv,1.0,2018-02-24,41,197436,3.2906
Big Shot,Kendrick Lamar,1.0,2018-02-24,2,221826,3.6971
Plug Walk,Rich The Kid,1.0,2018-02-24,20,175229,2.9204833333333333
The Ways,Khalid,1.0,2018-02-24,3,238893,3.98155
Paramedic!,SOB X RBE,1.0,2018-02-24,4,219306,3.6551
X,ScHoolboy Q,1.0,2018-02-24,5,267426,4.4571
Look Alive,BlocBoy JB,1.0,2018-02-24,25,181414,3.0235666666666665
Love Lies,Khalid,1.0,2018-03-03,51,201707,3.3617833333333333
Get You,Daniel Caesar,3.0,2018-03-03,6,278179,4.636316666666667
Billy,6ix9ine,1.0,2018-03-10,8,112666,1.8777666666666664
RONDO,6ix9ine,1.0,2018-03-10,1,138473,2.3078833333333333
Booty,Blac Youngsta,1.0,2018-03-10,5,160037,2.667283333333333
44 More,Logic,1.0,2018-03-10,5,188600,3.143333333333333
Break Up In The End,Cole Swindell,2.0,2018-03-10,17,199693,3.3282166666666666
Make Me Feel,Janelle Monae,1.0,2018-03-10,1,194230,3.2371666666666665
Psycho,Post Malone,1.0,2018-03-10,39,221440,3.6906666666666665
She's With Me,High Valley,1.0,2018-03-10,8,180301,3.0050166666666667
Want You Back,5 Seconds Of Summer,1.0,2018-03-10,1,173081,2.8846833333333333
Powerglide,Rae Sremmurd,1.0,2018-03-17,17,332300,5.538333333333333
Changes,XXXTENTACION,2.0,2018-03-17,20,121886,2.031433333333333
No Excuses,Meghan Trainor,1.0,2018-03-17,12,152862,2.5477
Sad!,XXXTENTACION,1.0,2018-03-17,38,166605,2.77675
Sativa,Jhene Aiko,2.0,2018-03-17,16,276960,4.616
Everyday,Logic,1.0,2018-03-17,13,204746,3.412433333333333
Stranger Things,Joyner Lucas,1.0,2018-03-17,1,219733,3.6622166666666662
Top Off,DJ Khaled,1.0,2018-03-17,7,230712,3.8452
I Lived It,Blake Shelton,1.0,2018-03-17,18,219600,3.66
X,Nicky Jam x J Balvin,1.0,2018-03-17,21,172854,2.8809
Tempo,Chris Brown,2.0,2018-03-17,4,218744,3.645733333333333
Broken Clocks,SZA,2.0,2018-03-17,4,231253,3.854216666666667
NBAYoungboat,Lil Yachty,1.0,2018-03-24,4,139845,2.33075
66,Lil Yachty,1.0,2018-03-24,1,153474,2.5579
Zombie,Bad Wolves,2.0,2018-03-24,18,254805,4.24675
Yuck,Logic,1.0,2018-03-24,1,173693,2.894883333333333
BoomTrap Protocol,Logic,1.0,2018-03-24,1,221360,3.689333333333333
Warm It Up,Logic,1.0,2018-03-24,1,240093,4.00155
Overnight,Logic,1.0,2018-03-24,1,217560,3.626
Wassup,Logic,1.0,2018-03-24,1,219480,3.658
Contra,Logic,1.0,2018-03-24,1,217146,3.6191
Boom!,Lil Yachty,1.0,2018-03-24,1,229525,3.8254166666666665
Delicate,Taylor Swift,1.0,2018-03-24,35,232253,3.8708833333333335
Midnight,Logic,1.0,2018-03-24,1,241426,4.023766666666667
Indica Badu,Logic,1.0,2018-03-24,1,260320,4.338666666666667
One Number Away,Luke Combs,1.0,2018-03-31,20,221800,3.6966666666666663
In My Blood,Shawn Mendes,1.0,2018-03-31,23,211360,3.522666666666667
Going Down!,XXXTENTACION,1.0,2018-03-31,1,115194,1.9199
Infinity (888),XXXTENTACION,1.0,2018-03-31,1,176590,2.9431666666666665
Freaky Friday,Lil Dicky,1.0,2018-03-31,20,216631,3.610516666666667
Numb,XXXTENTACION,2.0,2018-03-31,3,186267,3.10445
Everybody Hates Me,The Chainsmokers,1.0,2018-03-31,1,223466,3.724433333333333
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2.0,2018-03-31,5,160184,2.6697333333333333
Moonlight,XXXTENTACION,3.0,2018-03-31,20,135090,2.2515
Found / Tonight,Lin-Manuel Miranda,1.0,2018-03-31,1,179242,2.9873666666666665
Sit Next To Me,Foster The People,1.0,2018-03-31,20,243146,4.052433333333333
Japan,Famous Dex,1.0,2018-04-07,15,142000,2.3666666666666667
Say Amen (Saturday Night),Panic! At The Disco,2.0,2018-04-07,3,189186,3.1531
Up Down,Morgan Wallen,1.0,2018-04-07,20,197253,3.28755
Lost In Japan,Shawn Mendes X Zedd,2.0,2018-04-07,16,201253,3.354216666666667
For The First Time,Darius Rucker,1.0,2018-04-07,10,197053,3.2842166666666666
No Roots,Alice Merton,1.0,2018-04-07,3,235813,3.9302166666666665
Privilege,The Weeknd,1.0,2018-04-14,1,170573,2.842883333333333
Boo'd Up,Ella Mai,1.0,2018-04-14,35,256063,4.267716666666667
"Woman, Amen",Dierks Bentley,2.0,2018-04-14,12,179826,2.9971
Take Back Home Girl,Chris Lane,3.0,2018-04-14,12,212106,3.5351
Wasted Times,The Weeknd,1.0,2018-04-14,3,220293,3.67155
OKRA,Tyler,1.0,2018-04-14,1,151026,2.5171
Call Out My Name,The Weeknd,1.0,2018-04-14,18,228373,3.806216666666667
I Was Never There,The Weeknd,1.0,2018-04-14,1,241066,4.017766666666667
Proud,2 Chainz,1.0,2018-04-14,2,234666,3.9111
Medicine,Queen Naija,2.0,2018-04-14,20,219135,3.65225
Try Me,The Weeknd,1.0,2018-04-14,2,221106,3.6851
Focus,H.E.R.,1.0,2018-04-14,1,200133,3.33555
Hurt You,The Weeknd,1.0,2018-04-14,1,230026,3.8337666666666665
Be Careful,Cardi B,1.0,2018-04-14,20,210787,3.513116666666667
Bickenhead,Cardi B,1.0,2018-04-21,2,181623,3.02705
Thru Your Phone,Cardi B,1.0,2018-04-21,3,188523,3.14205
I Do,Cardi B,1.0,2018-04-21,5,200205,3.33675
I Like It,Cardi B,1.0,2018-04-21,51,253390,4.223166666666667
Money Bag,Cardi B,1.0,2018-04-21,2,229004,3.8167333333333335
One Kiss,Calvin Harris,1.0,2018-04-21,21,214846,3.580766666666667
Ring,Cardi B,2.0,2018-04-21,20,177139,2.9523166666666665
Diamond Teeth Samurai,YoungBoy Never Broke Again,1.0,2018-04-21,5,162488,2.708133333333333
Nice For What,Drake,1.0,2018-04-21,25,210746,3.512433333333333
Barbie Tingz,Nicki Minaj,2.0,2018-04-21,4,191699,3.194983333333333
Alone,Halsey,2.0,2018-04-21,14,205660,3.427666666666666
A$AP Forever,A$AP Rocky,2.0,2018-04-21,2,315773,5.262883333333333
She Bad,Cardi B,1.0,2018-04-21,2,230952,3.8492
Best Life,Cardi B,1.0,2018-04-21,3,284855,4.747583333333333
Get Up 10,Cardi B,1.0,2018-04-21,2,231453,3.85755
Get Along,Kenny Chesney,1.0,2018-04-21,21,199625,3.3270833333333334
Chun-Li,Nicki Minaj,2.0,2018-04-21,16,191600,3.1933333333333334
Drip,Cardi B,1.0,2018-04-21,10,262308,4.3718
Gotti,6ix9ine,1.0,2018-04-28,1,166851,2.78085
Esskeetit,Lil Pump,1.0,2018-04-28,12,181714,3.028566666666667
Cry Pretty,Carrie Underwood,4.0,2018-04-28,12,247320,4.122
Guatemala,Swae Lee,1.0,2018-04-28,1,256341,4.27235
Let Me,Zayn,1.0,2018-04-28,1,185373,3.08955
Anybody,Young Thug,1.0,2018-04-28,1,254946,4.2491
Brackets,J. Cole,1.0,2018-05-05,1,315771,5.26285
Kevin's Heart,J. Cole,1.0,2018-05-05,5,200309,3.338483333333333
KOD,J. Cole,1.0,2018-05-05,12,191436,3.1906
OTW,Khalid,4.0,2018-05-05,18,263013,4.38355
1985 (Intro To The Fall Off),J. Cole,1.0,2018-05-05,2,190176,3.1696
Babe,Sugarland,2.0,2018-05-05,2,215106,3.5851
Window Pain (Outro),J. Cole,1.0,2018-05-05,1,286729,4.778816666666667
Once An Addict (Interlude),J. Cole,1.0,2018-05-05,1,197821,3.2970166666666665
Friends,J. Cole,1.0,2018-05-05,1,257646,4.2941
Dame Tu Cosita,Pitbull x El Chombo x Karol G,1.0,2018-05-05,9,178366,2.972766666666667
Close,Rae Sremmurd,1.0,2018-05-05,1,193510,3.2251666666666665
The Cut Off,J. Cole,1.0,2018-05-05,1,237295,3.954916666666666
No Tears Left To Cry,Ariana Grande,1.0,2018-05-05,27,205920,3.432
Wake Me Up!,Avicii,2.0,2018-05-05,54,247426,4.123766666666667
Motiv8,J. Cole,1.0,2018-05-05,2,133921,2.2320166666666665
Intro,J. Cole,1.0,2018-05-05,1,129153,2.15255
Photograph,J. Cole,1.0,2018-05-05,2,218953,3.6492166666666663
Everything's Gonna Be Alright,David Lee Murphy,1.0,2018-05-05,13,229573,3.826216666666667
Te Bote,Casper Magico,1.0,2018-05-05,21,417920,6.965333333333334
ATM,J. Cole,1.0,2018-05-05,5,216726,3.6121
Paranoid,Post Malone,1.0,2018-05-12,6,221786,3.696433333333333
92 Explorer,Post Malone,1.0,2018-05-12,3,211426,3.5237666666666665
Takin' Shots,Post Malone,1.0,2018-05-12,3,216746,3.612433333333333
Famous,Mason Ramsey,1.0,2018-05-12,2,192520,3.208666666666667
Overdose,YoungBoy Never Broke Again,1.0,2018-05-12,9,176990,2.9498333333333333
Over Now,Post Malone,1.0,2018-05-12,3,246986,4.116433333333333
Ball For Me,Post Malone,1.0,2018-05-12,14,206266,3.437766666666666
Otherside,Post Malone,1.0,2018-05-12,2,228226,3.8037666666666663
Spoil My Night,Post Malone,1.0,2018-05-12,5,194560,3.2426666666666666
Zack And Codeine,Post Malone,1.0,2018-05-12,3,204360,3.406
Jonestown (Interlude),Post Malone,1.0,2018-05-12,1,112013,1.8668833333333328
Better Now,Post Malone,1.0,2018-05-12,52,231266,3.854433333333333
Rich & Sad,Post Malone,1.0,2018-05-12,6,206453,3.4408833333333333
Same Bitches,Post Malone,1.0,2018-05-12,3,212466,3.5411
Sugar Wraith,Post Malone,1.0,2018-05-12,1,228146,3.8024333333333336
Ye vs The People,Kanye West,1.0,2018-05-12,1,202641,3.37735
Stay,Post Malone,1.0,2018-05-12,4,204426,3.4071
Blame It On Me,Post Malone,1.0,2018-05-12,2,261799,4.363316666666667
Gucci Flip Flops,Bhad Bhabie,1.0,2018-05-19,3,151850,2.5308333333333333
Youth,Shawn Mendes,2.0,2018-05-19,2,190866,3.1811
Done For Me,Charlie Puth,1.0,2018-05-19,9,180493,3.0082166666666668
Beautiful Crazy,Luke Combs,3.0,2018-05-19,31,193200,3.22
Watch,Travis Scott,1.0,2018-05-19,5,217405,3.6234166666666665
This Is America,Childish Gambino,1.0,2018-05-19,17,225773,3.762883333333333
Mercy,Brett Young,1.0,2018-05-19,20,217120,3.6186666666666665
Preach,YoungBoy Never Broke Again,1.0,2018-05-19,1,236070,3.9345
Me Niego,Reik,3.0,2018-05-26,3,221653,3.6942166666666663
Shoota,Playboi Carti,1.0,2018-05-26,4,153800,2.563333333333333
Yes Indeed,Lil Baby,1.0,2018-05-26,29,142273,2.3712166666666668
Lust,Lil Skies,1.0,2018-05-26,4,156000,2.6
Lucid Dreams,Juice WRLD,2.0,2018-05-26,48,239835,3.99725
Back To You,Selena Gomez,1.0,2018-05-26,26,207904,3.4650666666666665
All Girls Are The Same,Juice WRLD,1.0,2018-05-26,20,165819,2.76365
Life Goes On,Lil Baby,1.0,2018-06-02,6,247054,4.117566666666667
Don't Go Breaking My Heart,Backstreet Boys,2.0,2018-06-02,10,215724,3.5954
Change Lanes,Kevin Gates,1.0,2018-06-02,1,205861,3.431016666666667
Sangria Wine,Pharrell Williams x Camila Cabello,1.0,2018-06-02,1,202853,3.380883333333333
Downtown's Dead,Sam Hunt,2.0,2018-06-02,2,213986,3.5664333333333333
Champion,NAV,1.0,2018-06-02,1,195053,3.2508833333333333
Let It Sing,Kevin Gates,1.0,2018-06-02,1,195455,3.2575833333333333
Like That,Kris Wu,1.0,2018-06-02,1,228661,3.8110166666666663
Welcome To The Party,Diplo,2.0,2018-06-02,4,181720,3.0286666666666666
Southside,Lil Baby,1.0,2018-06-02,1,173437,2.890616666666667
Fake Love,BTS,1.0,2018-06-02,6,242333,4.038883333333334
I Was Jack (You Were Diane),Jake Owen,1.0,2018-06-09,11,187026,3.1171
Girls Like You,Maroon 5,1.0,2018-06-09,52,235545,3.92575
Lovely,Billie Eilish,4.0,2018-06-09,22,200185,3.3364166666666666
TATI,6ix9ine,1.0,2018-06-09,5,154565,2.576083333333333
Infrared,Pusha T,1.0,2018-06-09,1,170240,2.837333333333333
I'm Upset,Drake,1.0,2018-06-09,16,214466,3.5744333333333334
If You Know You Know,Pusha T,1.0,2018-06-09,1,202120,3.3686666666666665
Dinero,Jennifer Lopez,1.0,2018-06-09,1,213750,3.5625
High Hopes,Panic! At The Disco,3.0,2018-06-09,52,190946,3.182433333333333
